,credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_Germany,geography_Spain,gender_Male
774,636,49,6.0,113599.74,2,1,0,158887.09,1,0,1
3823,627,31,8.0,128131.73,1,1,0,96131.47,0,0,1
2546,660,50,5.0,0.0,3,1,1,191849.15,0,0,1
4540,586,32,1.0,149814.54,1,1,0,31830.06,1,0,1
3579,778,31,9.0,182275.23,2,1,0,190631.23,1,0,1
5059,707,29,4.0,0.0,2,1,0,139953.94,0,0,1
6373,597,67,2.0,0.0,2,0,1,108645.85,0,0,1
2783,597,33,6.0,135703.59,2,0,0,74850.84,0,0,0
2158,731,40,7.0,118991.79,1,1,1,156048.64,0,0,0
9668,720,34,3.0,0.0,2,1,1,77047.78,0,1,1
4595,743,65,2.0,131935.51,1,1,1,96399.67,1,0,1
5589,715,37,9.0,105489.31,1,0,0,143096.49,1,0,0
634,850,31,6.0,67996.23,2,0,0,50129.87,0,0,1
4538,710,33,1.0,0.0,2,1,0,168313.17,0,1,1
818,497,27,9.0,75263.16,1,1,1,164825.04,0,1,1
1951,604,53,8.0,144453.75,1,1,0,190998.96,0,0,1
9496,701,37,1.0,0.0,2,1,0,163457.55,0,0,1
9670,756,32,4.0,0.0,2,1,0,147040.25,0,0,0
5782,669,33,8.0,0.0,2,0,1,128538.05,0,1,0
8067,530,29,5.0,0.0,2,0,0,121451.21,0,0,0
1614,641,77,9.0,0.0,3,1,1,81514.06,0,0,1
1603,576,36,8.0,166287.85,1,1,1,23305.85,1,0,0
7148,770,30,8.0,0.0,2,0,1,50839.85,0,1,1
1121,809,24,4.0,0.0,2,1,0,193518.76,0,0,0
9659,821,42,3.0,87807.29,2,1,1,64613.81,1,0,1
1580,721,35,6.0,118273.83,1,0,1,3086.89,0,0,0
2113,738,35,6.0,101744.84,1,0,0,85185.44,1,0,1
2206,609,34,1.0,0.0,1,1,1,181177.9,0,0,1
3073,531,32,5.0,109570.21,2,1,1,172049.84,1,0,0
2809,624,32,2.0,79368.87,2,1,1,145471.94,0,0,0
8950,461,35,5.0,0.0,1,1,1,54209.02,0,0,0
1903,752,36,2.0,0.0,2,1,1,45570.84,0,1,1
9345,582,50,2.0,148942.0,1,1,1,116944.3,0,0,1
1180,621,34,6.0,0.0,2,1,1,99128.13,0,0,1
1512,656,39,10.0,0.0,2,1,1,98894.64,0,0,1
4959,543,46,5.0,140355.6,1,1,1,85086.78,0,1,0
245,635,40,10.0,123497.58,1,1,0,131953.23,0,0,0
8313,639,38,5.0,0.0,1,1,0,42862.82,0,0,1
9463,664,24,7.0,0.0,1,0,1,35611.35,0,0,1
3803,850,51,4.0,124425.99,1,0,0,118545.49,1,0,1
1511,575,37,0.0,0.0,2,0,0,30114.32,0,1,0
7262,641,40,5.0,101090.27,1,1,1,51703.09,0,1,0
4924,792,36,5.0,115725.24,2,0,0,1871.25,1,0,1
315,474,37,3.0,0.0,2,0,0,57175.32,0,1,1
173,578,30,5.0,169462.09,1,1,0,112187.11,0,0,1
3033,787,85,10.0,0.0,2,1,1,116537.96,0,0,0
6025,601,46,3.0,98202.76,1,0,0,137763.93,0,0,0
5920,698,36,6.0,0.0,2,0,1,19231.98,0,0,1
820,659,36,5.0,132578.92,2,1,0,84320.94,1,0,1
9242,612,32,9.0,106520.73,2,1,0,177092.16,1,0,1
5192,663,39,8.0,0.0,2,1,1,101168.9,0,0,0
8283,664,57,1.0,0.0,2,1,1,56562.57,0,0,1
3536,534,29,7.0,174851.9,1,1,1,79178.31,0,0,1
3374,735,55,2.0,103176.62,1,0,1,163516.16,0,1,1
1280,741,25,4.0,0.0,2,1,1,73873.65,0,1,1
5374,606,23,10.0,70417.79,1,0,1,90896.04,0,1,0
1110,713,52,0.0,185891.54,1,1,1,46369.57,0,0,0
206,608,41,3.0,89763.84,1,0,0,199304.74,0,1,0
3724,772,51,9.0,143930.92,1,0,1,46675.51,1,0,0
6064,772,23,2.0,0.0,2,1,0,18364.19,0,0,1
4459,672,23,10.0,110741.56,1,1,0,80778.5,1,0,0
6670,758,43,10.0,0.0,2,1,1,55313.44,0,1,0
7122,527,46,5.0,131414.76,1,1,0,54947.51,0,1,0
4788,757,44,9.0,0.0,2,1,0,177528.92,0,1,0
7324,607,39,10.0,0.0,3,1,0,132741.13,0,0,0
1968,488,39,9.0,140553.46,1,0,0,12440.44,0,1,0
3087,439,36,2.0,165536.28,2,1,1,123956.83,0,0,1
3266,537,30,1.0,103138.17,1,1,1,96555.42,0,1,1
4218,589,19,9.0,83495.11,1,1,1,143022.31,1,0,0
3590,677,37,3.0,88363.03,1,0,1,117946.3,0,0,1
8998,674,38,10.0,83727.68,1,1,0,45418.12,1,0,0
4371,563,35,5.0,183572.84,1,1,1,66006.75,0,0,0
6650,758,41,10.0,79857.64,1,1,1,78088.17,1,0,1
3881,588,64,3.0,0.0,1,1,1,189703.65,0,0,0
1348,615,32,7.0,92199.84,1,1,1,2755.53,0,0,1
7233,571,38,1.0,121405.04,1,1,1,154844.22,0,0,1
8751,575,30,8.0,0.0,2,1,0,185341.63,0,1,0
1543,656,69,6.0,163975.09,1,1,1,36108.5,0,1,1
7763,614,36,1.0,44054.84,1,1,1,73329.08,0,1,0
5599,579,50,5.0,117721.02,1,0,1,192146.63,1,0,0
9350,615,42,4.0,0.0,3,0,1,120321.09,0,1,1
8877,812,24,1.0,92476.88,1,0,0,83247.14,0,1,0
1178,552,49,4.0,0.0,1,1,1,190296.76,0,0,1
8603,551,59,2.0,166968.28,1,1,0,159483.76,0,0,0
688,625,51,7.0,136294.97,1,1,0,38867.46,0,0,0
7686,718,48,9.0,0.0,2,1,1,72105.63,0,0,1
5962,579,42,0.0,144386.32,1,1,1,22497.1,1,0,1
3113,620,32,7.0,0.0,2,1,1,34665.79,0,0,1
8354,556,31,1.0,128663.81,2,1,0,125083.29,1,0,0
5475,612,42,5.0,141927.1,1,1,1,43018.98,1,0,1
7953,622,33,3.0,96926.12,2,1,0,48553.77,1,0,1
8686,606,71,8.0,0.0,2,1,1,169741.96,0,0,0
2934,631,33,7.0,0.0,1,1,1,58043.02,0,0,1
4311,727,52,5.0,154733.97,1,1,0,80259.67,0,1,0
367,460,35,8.0,102742.91,2,1,1,189339.6,1,0,0
7254,785,36,2.0,0.0,1,0,1,61811.1,0,0,1
9061,567,38,1.0,125877.65,2,1,1,107841.77,0,0,0
204,512,33,3.0,176666.62,1,1,0,94670.77,0,1,1
2924,499,29,6.0,148051.52,1,1,0,118623.94,1,0,0
1071,695,52,8.0,103023.26,1,1,1,22485.64,1,0,1
78,757,33,5.0,77253.22,1,0,1,194239.63,0,1,1
5139,700,47,4.0,0.0,1,1,0,121798.52,0,1,1
1541,654,37,5.0,112146.12,1,1,0,75927.35,1,0,1
6466,678,32,4.0,139626.01,1,1,1,118235.52,1,0,1
6939,570,43,9.0,0.0,2,0,1,11417.26,0,0,0
3973,711,38,3.0,128718.78,1,0,0,114793.45,0,1,1
9313,722,37,0.0,125977.81,1,0,0,160162.42,1,0,0
9143,676,34,8.0,100359.54,1,0,0,46038.28,0,0,0
3336,690,36,10.0,0.0,2,1,0,55902.93,0,1,1
8359,657,22,6.0,0.0,3,0,1,168412.07,0,1,0
3015,674,43,8.0,85957.88,2,1,0,8757.39,1,0,1
276,756,62,3.0,0.0,1,1,1,11199.04,0,0,1
1284,583,59,7.0,127450.14,1,0,1,67552.71,0,0,1
2571,680,44,7.0,108724.98,1,0,1,72330.46,0,0,1
9439,705,31,3.0,142905.51,1,1,1,58134.97,0,0,0
9803,673,31,1.0,108345.22,1,0,1,38802.03,0,0,1
4756,785,39,1.0,130147.98,1,1,0,163798.41,0,0,0
2749,599,25,6.0,120383.41,1,1,1,24903.09,0,0,1
4991,493,33,8.0,90791.69,1,1,1,59659.53,0,0,0
141,663,34,7.0,0.0,2,1,1,180427.24,0,0,1
863,717,53,6.0,0.0,2,0,1,97614.87,0,0,1
8712,469,35,5.0,0.0,2,1,0,186490.37,0,1,1
3593,555,62,10.0,114822.64,1,0,1,8444.5,1,0,0
5816,547,43,1.0,92350.36,1,0,1,80262.91,0,0,1
5947,656,45,7.0,145933.27,1,1,1,199392.14,0,0,0
541,622,26,5.0,0.0,2,1,1,153237.59,0,0,1
3515,584,37,8.0,0.0,2,0,1,100835.19,0,1,0
6602,761,38,1.0,120530.13,2,1,0,109394.62,1,0,0
3163,649,37,8.0,114737.26,1,1,1,106655.88,1,0,0
1091,732,36,7.0,126195.81,1,1,1,133172.48,0,0,1
7230,670,37,2.0,0.0,2,1,1,54229.74,0,0,1
123,684,48,5.0,126384.42,1,1,1,198129.36,1,0,0
5501,631,31,8.0,137687.72,1,1,0,190067.12,0,0,0
8591,678,39,6.0,0.0,1,0,1,185366.56,0,1,0
1400,684,27,9.0,122550.05,2,0,1,137835.82,0,0,0
4397,659,39,8.0,52106.33,2,1,1,107964.36,1,0,1
6157,549,29,3.0,0.0,2,1,0,146090.38,0,0,1
1560,720,43,10.0,110822.9,1,0,0,72861.94,1,0,0
8828,824,38,3.0,0.0,2,1,0,192800.25,0,1,0
7734,713,41,5.0,0.0,2,1,0,55772.04,0,0,1
4107,601,40,3.0,92055.36,1,0,1,164652.02,0,0,0
8662,510,44,4.0,123070.89,1,1,0,28461.29,1,0,0
2111,642,25,7.0,0.0,2,1,0,102083.78,0,0,1
7960,673,37,4.0,0.0,2,0,0,163563.07,0,0,1
5319,645,25,1.0,157404.02,2,1,0,93073.04,1,0,1
2692,751,31,8.0,0.0,2,0,0,17550.49,0,0,1
2925,717,76,9.0,138489.66,1,1,1,68400.14,0,0,0
7758,711,41,3.0,0.0,2,1,1,193747.57,0,0,1
7462,610,40,9.0,0.0,1,1,1,149602.54,0,0,1
320,525,57,5.0,145965.33,1,1,1,64448.36,0,1,0
1718,648,32,8.0,0.0,1,1,0,133653.38,0,1,1
4547,850,37,9.0,122506.38,1,0,1,199693.84,1,0,1
4328,581,55,5.0,0.0,1,1,1,22442.13,0,0,0
2769,580,38,1.0,128218.47,1,1,0,125953.83,1,0,0
1172,647,43,3.0,122717.53,2,1,1,87000.39,1,0,0
329,664,26,5.0,116244.14,2,1,1,95145.14,1,0,1
2100,759,40,4.0,0.0,2,1,0,124615.59,0,0,1
9731,607,29,7.0,102609.0,1,1,0,163257.44,1,0,1
5260,704,35,3.0,154206.07,2,1,1,40261.49,1,0,0
823,732,69,9.0,137453.43,1,0,1,110932.24,0,1,0
7350,669,25,7.0,157228.61,2,1,0,124382.9,0,1,1
3931,706,35,8.0,178032.53,1,0,1,42181.68,0,0,0
8724,668,30,8.0,0.0,2,1,0,138465.7,0,1,0
9179,693,34,10.0,107556.06,2,0,0,154631.35,0,1,0
5089,688,45,9.0,103399.87,1,0,0,129870.93,1,0,1
3604,610,33,4.0,111582.11,1,0,0,113943.17,0,0,1
3157,574,34,5.0,0.0,2,0,0,28269.86,0,1,1
3918,850,29,1.0,0.0,2,0,0,152996.89,0,0,1
2053,850,63,8.0,169832.57,1,0,0,184107.26,0,0,1
6400,676,30,5.0,0.0,2,0,0,179066.58,0,1,0
197,721,37,3.0,107720.64,1,1,1,158591.12,1,0,1
2049,720,45,1.0,102882.4,2,1,1,35633.15,0,0,0
7357,615,29,7.0,143330.56,2,1,1,126396.01,0,1,0
1805,769,31,7.0,148913.72,2,1,0,53817.23,1,0,0
3059,631,33,8.0,0.0,2,0,0,117374.22,0,0,0
2815,694,37,1.0,95668.82,2,1,0,100335.55,1,0,1
7494,795,36,1.0,151844.64,1,1,1,135388.89,0,0,0
3828,497,55,7.0,131778.66,1,1,1,9972.64,1,0,0
9672,613,28,7.0,76656.4,2,1,1,185483.24,1,0,1
9340,737,45,10.0,0.0,2,1,0,1364.54,0,0,1
1942,684,45,6.0,148071.39,1,1,0,183575.01,0,0,1
2321,545,45,6.0,93796.42,2,1,1,162321.26,1,0,1
7344,762,28,2.0,0.0,2,1,0,167909.52,0,0,1
4040,701,37,8.0,107798.85,1,1,0,16966.73,0,0,1
4633,477,48,8.0,129250.0,2,1,1,157937.35,1,0,1
9634,655,27,10.0,0.0,2,1,0,51620.94,0,0,1
6439,632,37,5.0,138207.08,1,1,0,60778.11,0,1,1
2311,645,19,9.0,128514.84,1,0,0,175969.19,0,0,1
1833,663,32,8.0,130627.66,1,1,0,47161.25,1,0,1
6304,648,38,2.0,0.0,2,0,1,9551.49,0,0,0
9505,651,28,10.0,79562.98,1,1,1,74687.37,0,0,1
8504,624,42,3.0,145155.37,1,1,0,72169.95,0,0,1
7771,850,29,1.0,154640.41,1,1,1,164039.51,1,0,1
9440,593,27,10.0,0.0,3,0,0,94620.0,0,1,1
9946,669,33,9.0,0.0,2,0,1,107221.03,0,0,0
635,696,51,5.0,0.0,2,1,0,55022.43,0,1,0
503,638,44,9.0,77637.35,2,1,1,111346.22,0,1,1
3670,850,28,4.0,0.0,2,1,1,12409.01,0,0,1
8500,660,37,2.0,97324.91,1,1,0,23291.83,0,0,1
236,712,29,2.0,0.0,1,1,1,144375.0,0,0,0
4284,732,42,2.0,118889.66,2,0,0,87422.15,1,0,0
5698,682,64,9.0,0.0,2,1,1,103318.44,0,1,0
9770,520,49,5.0,121197.64,1,1,0,72577.33,0,0,1
5232,559,46,5.0,0.0,1,1,0,21006.1,0,0,0
9377,584,26,0.0,146286.22,1,1,0,105105.35,0,0,0
3833,609,38,6.0,140752.06,2,0,1,171430.16,1,0,1
9549,578,36,1.0,157267.95,2,1,0,141533.19,0,1,1
408,668,37,10.0,152958.29,2,1,1,159585.61,1,0,1
2490,696,35,4.0,174902.26,1,1,0,69079.85,1,0,0
960,850,31,1.0,108822.4,1,1,1,132173.31,1,0,0
3403,624,62,7.0,125163.62,2,1,1,151411.5,0,0,0
3192,554,66,8.0,0.0,2,1,1,116747.62,0,1,1
2785,640,43,7.0,132412.38,1,0,0,69584.3,0,0,1
1492,735,50,9.0,0.0,1,0,0,166677.35,0,1,1
8105,659,60,2.0,0.0,1,1,0,177480.45,0,1,1
2071,686,36,5.0,0.0,2,1,1,152979.14,0,1,0
9480,593,33,0.0,95927.04,1,1,0,199478.05,0,0,0
8325,605,27,9.0,0.0,2,1,0,198091.81,0,0,1
7487,651,56,4.0,0.0,1,0,0,84383.22,0,0,0
782,517,41,2.0,0.0,2,0,1,75937.47,0,0,1
586,621,53,9.0,170491.84,1,1,0,35588.07,0,1,1
4104,850,55,6.0,0.0,1,1,0,944.41,0,0,1
5090,474,30,5.0,0.0,2,0,0,63158.22,0,0,0
5039,660,38,5.0,110570.78,2,1,0,195906.59,0,0,0
7201,689,30,5.0,136650.89,1,1,1,41865.72,1,0,0
8498,712,37,7.0,93978.96,2,1,0,60651.77,1,0,1
944,745,36,8.0,67226.37,1,1,0,130789.6,0,0,1
5483,568,28,1.0,127289.28,1,0,0,45611.51,0,1,1
6745,552,55,3.0,0.0,1,1,1,40333.94,0,1,1
7657,573,40,7.0,147754.68,1,1,1,110454.46,0,0,1
2073,626,48,2.0,0.0,2,1,1,95794.98,0,1,0
3892,549,45,6.0,124240.93,1,1,1,146372.51,1,0,1
6469,615,23,4.0,0.0,2,1,0,196476.19,0,0,0
6945,554,31,6.0,135470.9,1,1,0,107074.81,1,0,0
2081,456,32,9.0,133060.63,1,1,1,125167.92,1,0,1
3004,596,47,5.0,140187.1,2,1,1,174311.3,1,0,1
4559,528,62,7.0,133201.17,1,0,0,168507.68,1,0,0
214,572,26,4.0,118287.01,2,0,0,60427.3,1,0,1
1796,555,37,9.0,124969.13,1,1,0,60194.05,0,0,1
4795,483,29,9.0,0.0,1,1,1,81634.45,0,0,1
836,694,37,3.0,0.0,2,1,1,147012.22,0,1,0
874,645,38,5.0,101430.3,2,0,1,4400.32,0,0,0
4494,850,31,6.0,82613.56,2,1,0,149170.92,0,1,1
2368,557,48,10.0,0.0,2,1,1,185094.48,0,1,1
3870,630,40,5.0,0.0,2,1,1,42495.81,0,0,1
7066,729,42,1.0,0.0,2,1,1,149535.97,0,1,0
3990,708,32,10.0,86614.06,2,1,1,172129.26,0,0,1
6107,703,35,5.0,140691.08,2,1,0,167810.26,1,0,1
1021,485,32,6.0,102238.01,2,1,1,194010.12,0,1,1
3450,513,40,3.0,141004.46,1,1,0,105028.46,0,0,1
3441,596,36,2.0,0.0,2,1,1,12067.39,0,0,1
3689,703,45,5.0,0.0,2,1,0,131906.44,0,0,0
2630,554,36,5.0,157780.93,2,1,0,6089.13,1,0,0
8099,633,38,2.0,91902.56,2,1,1,107673.35,0,0,1
9513,515,48,5.0,129387.94,1,0,1,147955.91,0,0,1
2644,736,27,5.0,51522.75,1,0,1,192131.77,0,0,1
7024,624,45,5.0,151855.33,1,1,0,68794.15,1,0,0
3394,466,29,6.0,0.0,2,1,1,2797.27,0,0,1
9,684,27,2.0,134603.88,1,1,1,71725.73,0,0,1
6699,709,41,3.0,150300.65,2,1,0,71672.86,0,0,0
300,694,31,10.0,0.0,2,1,0,160990.27,0,0,0
3,699,39,1.0,0.0,2,0,0,93826.63,0,0,0
4091,599,39,2.0,188976.89,2,0,1,176142.09,1,0,1
561,650,61,1.0,152968.73,1,0,1,82970.69,0,1,1
213,676,34,1.0,63095.01,1,1,1,40645.81,0,0,0
2366,672,34,9.0,0.0,2,1,0,161800.77,0,0,1
9142,494,35,9.0,112727.06,2,1,0,183752.91,0,0,0
3360,844,38,7.0,111501.66,1,1,1,119333.38,0,0,1
9751,681,59,4.0,122781.51,1,0,1,140166.95,0,0,1
4464,641,41,6.0,0.0,2,1,0,65396.79,0,0,1
6396,684,44,5.0,133776.86,2,0,1,49865.04,1,0,0
1700,608,30,8.0,0.0,2,1,0,128875.86,0,0,0
9660,550,30,4.0,0.0,2,1,0,89216.29,0,0,0
3511,777,42,5.0,147531.82,1,1,1,38819.45,0,0,0
2074,661,44,1.0,141136.62,1,1,0,189742.78,1,0,1
5092,688,39,0.0,0.0,2,1,0,53222.15,0,0,0
5921,508,54,5.0,0.0,1,1,1,175749.36,0,1,1
8468,678,27,5.0,87099.85,2,1,0,149550.95,0,1,0
9447,718,41,1.0,0.0,2,0,1,27509.52,0,0,0
1647,703,45,7.0,0.0,2,1,1,68831.72,0,0,0
8017,459,50,5.0,109387.9,1,1,0,155721.15,1,0,1
7460,647,30,6.0,143138.91,2,1,0,2955.46,1,0,1
6599,850,49,6.0,128663.9,1,1,0,65769.3,0,0,1
2225,701,38,3.0,125385.49,2,0,1,52044.66,1,0,1
8227,850,30,3.0,0.0,2,1,0,116692.8,0,0,0
7242,664,44,7.0,77526.66,3,0,0,57338.56,0,1,1
9693,617,51,10.0,167273.71,1,0,0,93439.75,1,0,0
6654,608,30,5.0,85859.76,1,0,0,142730.27,0,0,0
1552,780,34,1.0,0.0,1,1,1,64804.04,0,0,1
2392,649,51,5.0,0.0,1,1,1,150390.57,0,1,1
3362,759,33,9.0,160541.36,2,0,0,93541.14,0,0,0
177,606,36,5.0,190479.48,2,0,0,179351.89,1,0,1
1330,640,46,8.0,0.0,2,1,0,89043.19,0,1,0
9481,505,35,8.0,116932.59,1,1,0,91092.84,0,1,1
5945,716,40,3.0,0.0,2,0,1,167636.15,0,0,0
8415,760,38,3.0,91241.85,1,0,1,80682.35,0,1,1
2103,594,61,3.0,62391.22,1,1,1,192434.11,0,0,1
3844,681,38,6.0,153722.47,1,1,0,101319.76,0,0,1
8970,758,61,2.0,0.0,2,1,1,43982.41,0,1,1
2898,696,52,6.0,139781.06,1,1,0,27445.4,0,0,1
1168,607,27,2.0,0.0,2,1,0,63495.86,0,0,0
9249,787,39,7.0,171646.76,1,0,1,100791.36,0,1,0
9583,602,34,8.0,98382.72,1,1,0,39542.0,0,1,1
2182,665,38,9.0,0.0,1,0,1,87412.74,0,1,1
5556,606,40,6.0,119501.88,2,1,0,46774.94,0,0,1
6681,602,31,7.0,155271.83,1,1,1,179446.31,0,0,1
5041,567,29,8.0,0.0,2,1,0,156125.72,0,1,1
3704,604,34,5.0,0.0,2,1,0,193021.49,0,0,0
6290,555,27,8.0,102000.17,1,1,1,116757.0,0,0,0
1554,628,34,4.0,158741.43,2,1,1,126192.54,0,0,1
3097,476,30,3.0,134366.42,1,1,0,68343.53,1,0,1
20,732,41,8.0,0.0,2,1,1,170886.17,0,0,1
1926,693,31,1.0,0.0,2,0,1,182270.88,0,0,1
1821,630,35,1.0,0.0,2,0,0,186826.22,0,1,1
1776,622,38,5.0,0.0,2,0,0,105295.77,0,0,1
6541,748,35,5.0,105492.53,1,1,1,150057.2,0,1,1
9640,750,35,3.0,0.0,1,1,0,191520.5,0,0,0
6522,663,42,1.0,82228.67,2,1,0,71359.78,0,0,0
7008,635,65,5.0,117325.54,1,1,0,155799.86,1,0,0
3542,692,34,4.0,109699.08,1,1,1,37898.91,0,1,0
9743,752,32,9.0,115587.49,2,0,1,101677.46,1,0,1
3299,825,34,9.0,0.0,2,1,1,31933.06,0,0,1
8033,850,36,5.0,0.0,2,0,1,41291.05,0,1,1
1542,530,33,4.0,129307.32,1,1,1,172930.28,0,0,0
6492,753,35,5.0,82453.96,2,0,0,18254.75,1,0,0
3602,667,77,2.0,0.0,1,1,1,34702.92,0,1,1
7687,754,61,5.0,146622.35,1,1,1,41815.22,0,0,1
6617,678,54,1.0,123699.28,2,0,1,105221.76,1,0,0
6570,685,38,4.0,0.0,2,1,1,35884.91,0,1,1
7808,603,55,7.0,127723.25,2,1,0,139469.11,1,0,0
7855,666,59,8.0,152614.51,2,1,1,188782.3,1,0,0
4280,766,62,7.0,142724.48,1,0,1,5893.23,1,0,0
2502,527,32,0.0,0.0,1,1,0,109523.88,0,0,1
6929,628,39,1.0,115341.19,1,1,1,107674.3,1,0,1
9090,809,39,5.0,0.0,1,1,0,77705.75,0,0,0
8353,524,32,6.0,0.0,1,1,1,132861.9,0,1,0
9171,411,54,9.0,0.0,1,0,1,76621.49,0,0,0
4471,826,56,8.0,174506.1,2,0,1,161802.82,0,1,0
6783,603,31,5.0,0.0,2,0,1,9607.1,0,0,1
4548,635,58,1.0,0.0,1,1,1,58907.08,0,0,0
7220,718,40,9.0,0.0,2,0,0,121537.91,0,1,1
6691,561,24,8.0,143656.55,1,0,1,180932.46,0,1,1
8988,634,37,5.0,115345.86,2,0,0,168781.8,0,0,1
966,563,34,6.0,139810.34,1,1,1,152417.79,0,0,0
2382,676,30,1.0,128207.23,1,1,1,55400.17,0,0,1
9040,581,38,3.0,135157.05,1,1,1,32919.42,1,0,0
9978,774,40,9.0,93017.47,2,1,0,191608.97,0,0,1
2145,633,33,4.0,137847.41,2,1,0,98349.13,0,1,1
6318,738,57,9.0,148384.64,1,0,0,155047.11,1,0,0
9389,538,32,2.0,0.0,1,1,1,80130.54,0,0,0
7690,569,31,1.0,115406.97,1,0,0,145528.22,0,1,1
1490,797,31,8.0,0.0,2,1,0,117916.63,0,1,0
4322,508,31,8.0,72541.48,1,1,0,129803.08,0,0,1
548,508,49,7.0,122451.46,2,1,1,75808.1,0,0,1
716,554,37,4.0,58629.97,1,0,0,182038.6,1,0,0
7748,842,35,9.0,119948.09,1,1,0,48217.97,1,0,0
5714,554,39,10.0,0.0,2,1,1,18391.93,0,0,0
5107,847,37,9.0,112712.17,1,1,0,116097.26,0,1,0
2508,677,46,2.0,57037.74,1,1,1,158531.01,0,0,1
5132,439,66,9.0,0.0,1,1,0,65535.56,0,0,0
872,722,35,2.0,163943.89,2,1,1,15068.18,0,0,0
7087,675,35,8.0,155621.08,1,0,1,35177.31,0,1,0
9974,583,33,7.0,122531.86,1,1,0,13549.24,0,0,1
9251,541,39,6.0,109844.81,1,1,0,25289.23,0,0,0
8255,575,40,1.0,139532.34,1,1,0,181294.39,0,0,0
2312,545,55,5.0,0.0,1,0,0,10034.77,0,0,0
2428,524,40,5.0,180516.9,1,1,0,180002.42,0,0,1
5863,748,40,3.0,95297.11,1,0,0,171515.84,0,0,1
5654,677,43,3.0,133214.88,2,1,1,95936.84,0,1,0
6878,651,35,0.0,181821.96,2,0,1,36923.67,0,0,1
9139,597,29,5.0,0.0,2,1,1,174825.57,0,0,0
5341,646,51,4.0,101629.3,1,0,0,130541.1,0,0,0
9967,623,48,5.0,118469.38,1,1,1,158590.25,0,0,1
4131,533,47,9.0,83347.25,1,1,1,137696.25,0,0,1
7988,516,51,8.0,120124.35,2,0,1,168773.54,0,0,1
781,774,28,1.0,71264.02,2,0,1,68759.57,0,0,0
193,601,32,8.0,93012.89,1,1,0,86957.42,0,0,1
4212,627,25,4.0,0.0,1,1,1,194313.93,0,1,0
7261,726,53,1.0,113537.73,1,0,1,28367.21,0,0,0
1649,731,41,4.0,0.0,2,1,0,22299.27,0,1,1
6229,777,36,7.0,0.0,1,1,0,106472.34,0,0,1
5855,498,46,1.0,91857.66,1,1,0,101954.78,0,0,1
5397,723,40,7.0,142856.95,2,0,0,38019.74,0,0,0
1682,620,41,5.0,97925.11,1,1,0,85000.32,0,0,1
7127,624,44,3.0,0.0,2,1,0,88407.51,0,0,1
5503,704,24,10.0,122109.78,1,1,1,127654.37,0,1,1
3786,710,41,9.0,149155.53,2,1,0,42131.26,1,0,0
1922,625,36,9.0,108546.16,3,1,0,133807.77,0,0,1
9369,718,39,5.0,0.0,1,1,1,52138.49,0,1,0
1064,723,20,4.0,0.0,2,1,1,140385.33,0,0,0
1249,803,26,4.0,0.0,2,1,1,181208.47,0,0,0
7801,678,54,5.0,128914.97,1,0,0,191746.23,0,0,1
3449,710,49,10.0,129164.88,1,1,1,193266.72,1,0,1
2845,599,45,10.0,103583.05,1,1,0,132127.69,1,0,1
3114,619,40,10.0,0.0,1,1,1,147093.84,0,0,0
1346,643,30,5.0,94443.77,1,1,1,165614.4,0,0,1
4560,624,36,0.0,0.0,2,1,0,111605.9,0,1,0
1545,602,42,6.0,158414.85,1,1,1,131886.46,1,0,0
8780,820,39,9.0,111336.89,1,1,0,16770.31,1,0,1
3414,657,37,2.0,0.0,2,1,1,7667.48,0,0,0
748,727,38,2.0,62276.99,1,1,1,59280.79,0,1,1
1629,736,46,5.0,130812.91,1,1,1,77981.54,1,0,1
8559,677,39,0.0,111213.64,2,1,1,147578.26,1,0,0
8096,671,38,6.0,132129.72,1,0,1,76068.95,0,0,0
9035,535,45,2.0,0.0,2,1,0,125658.28,0,0,1
3740,649,45,7.0,0.0,2,0,1,75204.21,0,0,1
4625,510,45,10.0,103821.47,2,0,1,77878.62,0,0,0
9587,719,76,10.0,95052.29,1,1,0,176244.87,1,0,0
5755,717,50,9.0,90305.76,1,1,1,124626.57,0,0,1
9879,486,62,9.0,118356.89,2,1,0,168034.83,1,0,1
7639,541,46,6.0,0.0,2,1,1,83456.67,0,0,1
3761,682,64,10.0,128306.7,1,0,1,66040.83,0,0,0
1247,512,24,6.0,0.0,2,1,0,37654.31,0,0,1
2118,460,27,7.0,0.0,2,1,0,156150.08,0,0,0
672,642,26,0.0,0.0,1,0,0,47472.68,0,0,1
2208,728,46,2.0,109705.52,1,1,0,20276.87,0,0,0
2227,633,58,6.0,98308.51,1,1,1,132034.13,0,1,1
6152,508,64,2.0,0.0,1,1,1,6076.62,0,0,0
8785,850,27,1.0,101278.25,2,1,1,26265.18,1,0,1
6740,670,40,2.0,147171.2,1,0,1,69850.04,1,0,0
926,738,35,3.0,0.0,1,1,1,15650.73,0,1,1
3387,537,84,8.0,92242.34,1,1,1,186235.98,1,0,1
2374,639,29,4.0,133434.57,2,1,0,97983.44,0,1,1
5876,704,39,2.0,111525.02,1,1,0,199484.96,0,0,1
8173,757,31,5.0,127320.36,3,1,0,163170.32,1,0,1
2099,548,57,6.0,76165.65,1,1,1,133537.53,0,0,1
9039,545,44,1.0,0.0,2,1,1,82614.89,0,1,0
2728,749,46,10.0,78136.36,2,1,1,73470.98,1,0,1
